a,b,aggr
970,132,59
289,27,39
665,211,94
668,177,291
822,127,118
712,128,320
312,61,40
43,164,95
476,62,135
437,190,286
327,120,181
753,184,210
338,74,233
887,79,87
831,126,142
977,245,51
299,85,283
540,196,208
89,88,68
740,197,150
673,122,484
217,164,123
337,111,540
200,153,130
410,166,396
271,118,371
182,154,131
408,75,412
518,74,182
191,167,80
762,54,90
381,148,256
510,139,1285
935,110,132
803,195,70
533,177,329
505,182,262
640,198,117
812,78,41
854,194,15
694,108,408
580,158,800
382,97,441
641,150,673
101,89,40
445,154,625
857,161,172
698,120,584
811,35,45
546,89,495
472,59,335
437,165,426
748,153,211
239,230,100
656,54,164
279,199,113
631,109,365
177,186,136
266,142,258
216,136,119
688,98,453
513,169,449
503,161,346
243,195,143
429,103,459
172,82,139
-11,144,37
239,102,139
496,162,514
62,139,73
424,36,188
409,36,111
320,43,119
387,168,465
273,72,128
870,101,75
1023,67,8
404,68,300
745,122,348
376,114,731
982,52,26
364,80,578
735,106,224
660,58,268
709,157,262
665,117,551
517,146,785
694,170,395
978,197,56
516,15,74
684,166,345
491,223,27
382,84,612
560,43,220
410,189,304
1017,75,12
462,156,977
395,145,687
706,65,114
560,212,172
749,165,159
693,140,269
813,111,180
11,206,27
307,195,321
383,75,352
101,185,104
443,163,685
164,80,60
618,145,485
20,140,28
201,165,75
656,270,65
130,150,57
881,126,116
441,164,483
488,76,424
370,218,115
540,152,510
804,117,272
114,99,39
782,139,162
468,54,182
370,68,492
324,178,190
773,45,124
1169,186,13
441,65,297
767,83,104
308,104,370
520,19,98
177,110,95
245,92,141
736,122,451
417,69,226
164,180,94
437,95,635
742,74,215
655,162,373
84,68,35
527,87,574
229,128,290
857,130,161
636,180,141
1031,48,45
358,116,527
761,96,265
185,110,287
281,129,345
477,124,949
256,150,336
167,116,255
804,152,218
286,149,165
503,47,190
417,130,573
317,12,64
396,30,56
146,249,37
331,181,255
142,68,72
228,88,105
826,198,51
641,122,646
444,215,181
284,199,38
443,161,283
596,166,393
736,128,341
369,62,403
196,94,231
294,136,164
292,126,157
697,82,314
116,140,101
774,212,52
765,63,34
406,174,378
708,176,271
292,110,302
282,53,30
468,181,643
331,82,204
583,154,636
283,55,132
664,131,601
485,169,297
352,87,293
569,77,492
358,105,256
829,90,85
364,96,295
729,67,144
780,103,117
413,178,261
241,135,321
601,118,724
583,104,618
566,147,518
682,160,439
125,159,63
625,211,149
600,145,439
253,151,226
396,198,160
370,74,265
757,132,235
1047,111,43
579,174,421
819,98,29
236,43,56
195,78,56
576,204,136
497,94,696
549,222,42
646,165,297
674,129,506
409,155,552
233,149,195
609,192,145
351,53,235
693,124,703
685,154,203
482,196,352
265,83,141
624,82,539
590,120,522
347,133,460
1029,138,43
580,21,96
755,57,115
297,49,126
1049,50,19
513,89,568
645,68,238
409,105,669
380,105,429
605,177,162
667,62,191
665,70,164
420,30,99
649,49,145
544,149,832
705,222,62
899,111,15
676,55,36
889,183,53
608,173,438
663,149,559
219,53,38
644,204,151
488,31,257
733,64,172
424,218,182
545,142,734
827,172,135
289,209,107
655,85,379
833,212,76
405,180,367
583,11,130
649,195,193
254,94,254
767,76,151
511,70,247
597,44,141
638,207,217
603,181,453
788,55,300
448,203,149
273,188,119
581,187,619
559,96,840
316,143,301
342,71,125
109,77,66
435,127,595
448,238,45
285,131,267
372,169,231
461,71,401
482,157,621
583,48,87
840,138,107
496,248,38
324,33,34
652,113,438
540,51,163
337,221,121
682,114,454
369,91,533
827,92,150
388,99,589
408,115,513
426,-18,26
302,109,458
474,39,100
866,98,96
855,138,92
744,86,280
943,130,28
354,128,541
385,180,244
634,176,229
222,88,106
655,121,488
316,136,602
518,77,376
438,70,171
749,122,402
508,69,201
740,192,94
332,182,427
743,191,327
745,149,289
410,28,41
634,122,484
282,170,107
674,72,309
523,141,821
390,146,853
599,98,608
400,118,510
769,62,83
243,128,297
684,80,251
219,26,65
519,177,337
728,192,73
615,153,738
128,96,63
530,123,944
606,146,471
318,179,530
768,91,221
273,124,334
720,147,365
155,165,48
199,88,90
511,140,298
274,104,349
755,81,44
688,165,319
755,87,246
571,106,499
738,136,174
307,38,34
246,189,77
908,72,41
227,134,247
748,40,25
569,78,240
268,105,177
780,127,144
388,151,302
698,82,211
726,201,167
394,120,626
459,158,471
624,102,689
322,124,505
491,137,796
689,133,384
654,229,30
527,90,447
786,88,125
780,83,262
499,86,457
764,137,394
551,140,769
258,107,407
683,3,39
292,158,185
731,137,384
615,100,575
635,119,468
997,117,35
523,61,60
924,91,86
502,139,884
624,72,159
692,64,212
590,70,267
265,131,271
115,165,48
432,191,279
853,181,64
66,8,37
639,156,744
664,153,544
699,104,372
482,58,226
550,48,443
795,129,466
320,167,148
786,205,38
355,192,156
231,123,252
748,35,22
275,181,318
863,153,167
558,-5,29
215,52,77
487,70,390
758,92,240
719,160,239
698,69,269
900,164,51
273,189,108
468,82,403
174,158,20
738,96,276
617,64,263
696,152,466
513,174,279
596,122,696
488,197,96
960,112,54
532,192,119
257,182,109
120,121,26
548,199,121
384,113,673
464,141,494
469,162,661
573,140,468
374,176,446
326,199,77
242,146,228
562,93,623
611,216,152
629,174,257
538,164,768
715,187,335
183,84,80
539,181,375
461,115,840
506,182,555
637,142,561
280,166,350
158,121,129
424,62,401
514,204,123
300,112,321
216,-26,36
192,49,34
273,119,288
533,120,893
398,237,113
363,84,351
763,141,622
110,56,41
232,119,190
263,154,63
383,90,386
554,71,287
665,16,36
238,173,248
355,193,135
660,144,634
605,163,345
450,206,102
645,189,290
394,79,458
121,141,25
594,147,457
515,81,396
275,91,227
574,231,37
191,125,240
741,184,139
383,119,701
583,203,35
282,155,355
562,101,505
585,169,315
781,112,337
428,173,429
660,124,363
320,83,343
411,199,157
250,132,340
910,192,76
960,147,36
769,190,121
505,204,54
600,133,856
954,108,46
434,267,36
466,59,78
347,49,109
476,42,85
345,149,529
628,61,95
258,190,232
-30,139,42
330,64,312
567,35,168
951,108,25
796,112,159
437,144,522
667,84,452
726,166,134
528,70,423
919,146,209
451,49,162
435,188,261
678,222,46
553,79,473
368,100,400
568,196,268
630,208,112
395,218,99
321,166,567
181,170,112
636,109,344
59,136,34
485,202,158
476,63,131
392,145,702
657,152,557
642,55,99
383,80,360
498,168,576
333,164,387
467,83,719
327,94,337
363,218,123
494,75,217
662,77,409
511,89,456
354,91,458
557,34,35
526,189,399
429,187,222
798,65,124
564,196,272
414,96,419
480,220,15
364,199,138
358,161,376
477,110,623
225,127,173
837,92,123
772,202,119
775,101,175
403,123,700
644,72,203
236,89,208
590,165,517
230,142,125
163,219,100
664,210,123
770,64,47
376,73,515
438,201,379
300,116,326
733,88,205
302,91,295
607,151,675
788,89,174
157,98,97
374,221,86
642,134,814
270,51,148
358,82,389
311,113,551
625,63,330
761,152,205
758,221,96
370,115,465
234,146,236
652,149,540
932,34,40
373,132,541
182,147,247
607,61,310
585,106,543
296,49,73
783,109,332
468,142,593
673,185,145
320,11,43
176,73,15
444,182,278
424,191,181
591,35,55
802,172,59
880,182,27
754,176,209
431,84,258
307,162,379
262,208,31
590,118,578
736,198,196
178,167,128
242,138,308
416,30,18
409,174,308
651,177,131
454,181,378
607,213,15
543,109,648
400,110,427
679,126,451
576,185,378
424,180,223
364,79,105
152,112,86
275,153,217
842,150,155
739,210,148
792,130,294
182,178,144
689,-6,27
815,154,329
935,186,26
538,44,36
207,157,318
454,45,23
741,161,246
712,75,169
238,32,72
466,130,668
754,86,184
732,213,76
115,118,89
779,160,298
564,71,475
834,154,156
381,204,120
343,63,127
522,100,545
765,89,158
437,125,1009
273,249,49
477,66,502
353,206,36
928,131,64
455,184,263
268,72,94
446,64,230
793,103,235
392,210,107
307,169,323
632,51,226
463,113,557
168,118,211
896,158,45
595,185,374
683,84,144
793,191,27
802,91,38
434,150,496
680,82,460
542,192,527
55,137,126
252,161,216
681,114,193
556,57,252
270,112,353
572,89,613
832,123,228
231,52,94
655,5,26
460,84,342
542,110,465
349,176,346
596,129,870
500,123,765
721,230,161
423,222,88
511,76,496
208,137,180
343,24,53
577,176,455
406,134,505
493,37,261
559,228,82
801,90,153
173,191,10
124,107,47
735,76,234
248,114,296
571,158,646
332,25,80
817,135,173
146,188,51
256,112,253
634,110,617
801,158,106
78,115,49
14,43,38
619,191,245
308,95,438
297,192,146
678,99,494
139,182,89
780,205,75
224,204,102
564,163,478
320,148,574
605,191,250
363,99,204
478,193,237
571,149,828
360,132,623
347,183,267
391,137,249
592,60,297
70,157,58
717,174,140
554,171,449
809,97,228
466,166,494
439,124,685
520,45,129
634,177,274
817,185,74
386,192,279
560,73,232
768,121,133
639,91,420
242,169,182
693,182,365
353,167,170
292,178,197
496,222,44
863,158,121
528,188,334
765,160,380
687,194,70
314,199,101
527,209,257
729,74,226
194,144,118
162,220,22
810,178,122
185,102,173
339,182,280
477,139,760
404,164,606
568,185,294
481,149,545
817,139,132
376,172,272
203,266,28
648,127,736
637,209,151
709,96,364
489,213,78
762,72,206
589,190,238
559,84,329
432,178,671
515,75,299
915,114,77
508,197,282
851,230,28
436,235,61
176,147,110
1029,103,35
702,209,128
372,205,100
289,96,310
652,144,494
368,123,552
783,219,91
406,222,56
63,103,61
892,140,150
131,205,73
595,145,684
570,158,424
294,167,275
539,64,450
743,83,280
730,119,345
640,83,291
371,117,389
582,191,481
661,97,540
478,77,375
564,148,553
147,136,121
158,114,67
297,118,447
760,129,227
694,29,56
570,150,784
470,11,53
866,74,57
635,173,211
652,189,108
306,176,247
382,78,588
642,195,224
950,96,17
740,159,168
550,121,709
616,80,301
236,162,224
108,124,85
558,164,525
904,108,125
709,102,453
314,170,457
491,169,550
449,249,55
120,130,71
360,56,221
284,129,597
483,78,424
886,59,64
325,183,77
273,137,345
750,179,236
154,135,71
588,-10,12
697,206,49
418,114,505
805,170,298
696,124,376
728,155,405
363,161,358
455,116,780
624,150,597
268,129,285
595,93,765
566,165,416
535,111,681
523,176,404
368,125,677
835,161,68
246,55,43
451,199,424
246,103,252
808,144,198
152,185,75
741,192,210
80,91,59
789,119,192
353,101,286
661,6,26
704,197,99
193,100,14
211,22,40
703,163,285
397,71,430
655,74,443
360,160,326
545,134,551
316,155,220
742,157,414
35,107,97
289,229,48
345,137,474
733,46,225
430,124,691
391,37,160
387,164,504
760,59,255
749,51,62
499,168,322
264,186,57
942,113,22
144,77,91
259,101,427
388,209,167
414,116,670
754,57,115
617,151,493
624,226,78
356,112,515
790,243,46
238,126,270
361,59,58
252,29,93
329,58,121
462,190,245
162,224,80
155,120,186
511,90,474
331,153,363
577,76,470
254,203,121
594,115,546
726,198,125
320,101,318
267,107,181
164,121,71
244,45,51
543,181,246
467,168,374
697,83,15
447,64,181
893,82,41
395,158,631
648,193,210
703,97,331
761,150,186
858,74,23
695,227,36
586,71,301
502,153,849
285,171,576
167,108,186
575,186,282
755,201,62
253,137,129
725,123,408
222,109,300
929,147,91
843,104,67
767,128,530
511,167,267
532,138,1015
467,235,77
153,171,62
457,188,277
877,209,135
383,135,639
700,195,42
263,132,356
639,222,36
828,16,40
757,140,341
603,56,287
340,108,264
136,153,56
696,144,277
663,190,124
578,87,326
553,158,643
365,87,403
629,36,117
304,187,58
900,145,149
639,122,547
738,196,185
785,75,317
668,169,323
421,77,342
686,61,221
178,9,33
926,168,43
160,152,82
538,194,402
858,171,157
535,170,621
172,122,149
299,132,448
568,97,621
715,165,112
458,134,521
239,125,263
1133,207,44
317,196,224
552,190,362
582,123,764
398,135,576
834,188,78
956,151,36
738,163,245
796,45,48
296,55,160
514,145,652
596,182,345
370,64,215
690,107,305
190,93,103
692,88,383
629,148,571
591,98,416
595,170,286
207,133,131
529,32,133
737,131,524
720,97,296
387,88,312
681,109,406
644,177,219
617,101,869
228,151,298
501,151,606
799,166,86
456,10,43
701,133,455
446,80,231
323,179,350
555,67,121
546,75,429
654,67,453
846,154,177
538,151,514
494,26,162
385,166,422
-162,149,33
739,159,221
324,53,91
693,96,327
286,180,218
552,185,296
816,124,140
375,52,58
778,197,2
298,80,84
502,191,339
731,132,404
898,86,137
722,56,174
479,32,237
663,141,392
332,96,452
761,162,172
681,14,34
598,105,426
998,119,35
750,144,413
628,49,27
382,48,182
171,85,61
468,52,225
187,181,10
824,151,141
363,72,321
432,40,75
247,140,227
545,29,33
693,133,435
750,71,168
14,147,45
606,211,89
301,145,406
72,157,44
809,191,72
581,94,341
165,128,258
470,68,260
503,212,210
466,162,371
194,132,255
678,127,675
756,145,591
704,105,382
875,114,131
535,185,382
130,131,61
473,71,142
509,106,766
623,117,799
93,96,37
521,88,646
652,70,169
439,197,256
361,107,418
616,176,199
673,125,425
722,155,569
522,249,37
674,93,167
741,139,195
658,161,603
657,266,32
807,102,226
356,137,825
780,181,99
258,133,392
436,53,126
722,117,306
797,174,81
153,145,206
598,81,432
494,38,49
331,233,44
541,224,85
607,170,321
89,159,79
416,93,649
702,159,250
399,165,414
489,192,220
100,121,42
242,189,174
688,50,87
786,99,189
605,146,328
218,201,53
495,169,469
574,212,135
662,118,306
132,167,24
235,185,109
566,45,65
765,66,89
509,110,910
703,138,310
731,170,239
768,93,337
782,102,122
565,92,450
542,55,135
569,213,20
827,78,93
817,86,49
567,71,494
7,156,35
808,105,166
589,46,90
383,190,143
369,146,263
737,103,154
696,201,151
679,110,450
349,61,133
787,47,70
497,189,236
422,89,498
253,141,286
528,18,72
463,99,746
681,197,169
321,51,215
561,72,350
678,178,279
278,137,356
162,175,86
636,120,373
342,102,475
719,175,112
721,138,299
559,164,481
526,67,184
896,139,67
807,141,156
207,85,215
735,157,296
555,91,314
685,153,295
430,159,597
748,122,360
492,98,468
568,130,1069
541,72,567
700,163,359
619,142,524
319,124,351
190,156,189
511,61,256
686,74,277
383,149,514
502,163,753
603,178,534
333,94,380
839,161,135
499,188,272
452,29,81
613,89,564
461,102,623
615,209,126
781,111,200
467,181,227
241,115,459
677,118,602
669,91,533
330,155,362
587,60,96
851,84,111
638,74,277
704,187,70
391,74,312
645,144,713
779,52,109
779,69,62
400,55,306
359,143,554
651,169,551
650,158,566
127,100,73
556,34,71
400,105,776
402,32,167
338,127,357
722,61,85
720,173,226
438,145,726
150,122,84
814,151,141
862,77,82
855,158,181
389,80,345
836,140,84
218,187,50
347,59,251
319,100,483
598,146,466
378,188,297
408,181,494
554,241,60
647,214,148
765,110,245
546,200,199
440,76,303
330,135,522
493,58,210
287,140,274
1034,119,47
568,137,1118
598,148,571
354,115,471
313,149,305
819,110,76
186,155,108
461,209,93
265,187,35
311,203,111
340,135,407
578,199,193
381,193,225
177,116,23
285,80,189
463,209,172
368,77,182
499,161,786
661,170,330
347,175,236
669,36,18
297,115,597
464,114,463
406,87,261
674,206,182
680,106,577
454,26,131
185,162,76
401,89,423
185,191,85
855,123,245
807,30,28
582,97,591
614,116,366
403,139,444
796,132,292
688,134,547
621,29,45
343,115,716
645,159,294
750,181,60
776,112,180
368,87,341
700,31,90
707,177,344
809,155,207
434,107,772
185,121,109
512,208,84
612,166,452
399,187,128
197,128,75
612,55,203
753,143,438
338,108,340
404,201,256
819,168,190
857,124,49
835,56,37
476,149,814
-78,140,39
799,93,141
610,14,97
784,181,186
407,76,214
492,31,149
415,216,357
304,202,209
261,88,22
284,114,426
707,201,204
560,83,586
471,151,732
690,131,507
254,159,77
996,163,50
586,172,522
462,102,630
642,200,164
222,94,178
482,136,932
544,82,191
271,85,73
481,172,545
192,93,31
699,83,208
946,116,36
704,123,440
521,35,94
318,129,369
345,197,148
151,51,53
601,164,353
595,117,615
887,141,159
494,175,422
478,237,43
635,123,521
434,167,612
33,239,47
316,66,38
869,110,63
780,174,128
415,43,52
397,55,148
218,43,58
535,39,11
78,137,91
839,146,129
571,47,200
372,50,94
663,46,155
797,121,192
313,88,186
259,65,86
64,133,100
638,24,91
751,105,322
539,135,976
324,133,320
369,112,585
262,128,404
759,159,305
208,148,136
676,60,117
379,158,539
466,175,345
559,111,606
440,157,655
255,158,36
995,123,13
891,79,48
447,61,248
652,23,182
490,184,309
686,169,493
570,35,115
468,176,428
138,155,51
552,25,34
775,61,145
714,113,380
352,166,278
466,27,73
115,90,130
332,167,282
400,124,927
527,33,56
154,85,35
317,65,174
592,31,84
496,195,292
905,116,152
525,181,414
743,55,158
775,87,60
927,128,72
465,207,133
220,121,420
319,108,307
424,142,710
154,149,114
426,221,127
548,83,645
334,87,248
257,75,82
372,112,507
273,173,163
654,161,471
642,116,409
864,123,165
260,234,41
758,69,135
410,228,136
431,61,148
554,226,53
1121,91,46
648,220,139
700,87,336
381,43,53
457,54,258
988,154,35
456,54,278
287,122,354
517,222,42
230,67,192
869,144,266
770,111,153
470,57,276
367,124,407
355,90,209
953,67,78
796,136,341
496,42,214
338,19,37
696,177,349
330,192,182
217,195,105
501,152,508
43,37,15
764,256,56
-40,122,35
535,68,299
245,185,110
310,70,166
697,134,381
235,120,141
206,219,62
381,5,64
227,115,239
804,118,178
324,161,224
782,38,27
187,104,132
275,117,483
329,161,369
466,124,963
221,105,206
278,105,125
302,133,549
850,151,183
277,137,330
912,80,30
419,240,111
252,81,216
760,119,243
263,143,444
325,130,382
522,59,351
449,82,303
667,88,407
1080,184,34
504,232,66
273,185,127
500,42,179
595,181,469
233,130,303
1013,132,24
399,146,710
719,61,201
206,35,26
264,205,179
340,136,587
427,143,703
567,43,169
1009,79,25
975,162,84
497,177,598
579,230,35
286,187,108
295,206,125
952,127,58
753,75,91
420,199,130
270,111,217
136,182,70
891,145,32
741,143,387
669,141,582
336,130,434
524,76,198
180,162,137
134,219,63
429,222,72
676,155,341
433,79,391
624,177,175
574,149,773
799,118,62
252,203,72
162,154,137
279,129,251
402,115,634
547,202,209
574,115,525
587,17,42
321,188,100
381,47,89
315,54,59
800,113,136
648,153,396
343,161,189
473,188,233
488,126,709
432,18,65
717,151,209
256,185,119
822,128,110
732,167,107
302,119,470
515,184,434
922,100,16
451,166,622
670,104,607
755,109,392
625,20,94
280,101,349
403,213,99
357,26,49
674,200,161
929,56,157
145,200,26
548,134,779
139,103,65
768,145,109
435,86,530
488,207,273
560,109,325
723,196,140
401,149,618
802,219,63
605,154,455
417,181,279
825,171,149
687,77,142
222,140,74
470,169,441
583,219,167
787,154,209
493,139,656
375,160,439
240,92,214
298,108,298
852,169,26
377,82,244
473,166,557
218,85,163
384,63,155
370,167,188
312,127,426
788,166,288
224,98,209
375,14,111
666,51,117
491,144,857
202,162,159
349,165,595
489,86,501
515,73,204
826,46,75
603,202,409
364,68,189
608,140,795
166,124,202
333,119,468
735,111,241
423,116,620
560,71,279
53,70,41
514,151,811
359,59,197
897,100,115
541,184,570
480,191,184
410,44,84
249,46,160
693,46,98
610,40,50
614,197,209
844,103,253
567,73,396
498,213,110
574,189,147
760,173,333
728,103,622
763,193,156
172,73,77
341,116,472
301,37,95
531,85,404
698,160,246
352,86,323
381,165,525
694,200,235
556,63,159
276,131,375
552,108,355
779,100,215
563,29,106
1025,81,60
686,179,326
432,205,170
507,79,362
341,79,174
559,113,668
675,188,288
607,168,503
298,84,330
475,175,336
509,158,633
432,67,176
865,58,47
407,183,198
805,92,131
426,200,139
899,147,21
366,98,400
573,41,175
387,162,537
548,91,294
790,150,248
501,76,241
731,159,356
215,142,270
895,203,36
605,27,85
460,38,174
481,118,729
988,94,56
566,67,204
530,237,37
236,77,256
260,228,23
865,36,36
343,174,378
357,132,695
495,100,487
764,103,234
123,217,22
810,133,118
450,197,149
364,151,672
242,38,8
346,190,51
358,76,268
687,144,450
513,191,276
723,194,240
790,127,196
428,172,261
427,217,141
513,194,260
768,170,146
363,89,461
622,124,482
344,131,380
318,223,113
357,112,402
514,128,1026
419,91,315
96,189,30
519,102,459
346,52,334
871,65,30
454,271,33
391,93,444
569,83,450
276,80,275
415,49,229
199,76,93
294,98,308
651,66,322
678,151,319
484,87,519
449,66,468
457,137,716
604,208,63
84,95,127
87,156,75
880,153,304
672,78,151
323,143,416
488,145,487
523,122,489
511,105,667
758,118,282
192,182,121
6,112,26
554,66,146
229,195,42
622,156,335
342,74,329
533,89,460
247,165,181
247,79,133
642,97,389
151,112,159
588,84,287
866,177,184
275,83,86
705,140,337
217,116,62
778,69,97
508,103,548
914,148,154
311,107,457
413,112,712
288,128,318
291,93,222
414,41,194
403,254,34
654,96,375
805,184,157
387,191,274
401,101,461
685,75,235
213,119,235
826,109,53
176,81,122
334,92,397
479,227,31
286,210,77
822,156,302
329,235,48
893,188,36
681,113,465
322,32,88
388,189,199
423,184,279
293,220,46
160,60,67
702,148,439
431,159,536
425,55,162
313,206,75
550,173,586
701,119,394
452,53,182
673,69,286
499,46,118
783,123,155
785,187,126
601,58,127
582,205,356
530,165,374
639,130,778
678,70,188
678,131,609
850,109,111
511,127,933
671,120,657
192,155,183
218,98,181
700,62,86
244,64,81
404,120,475
306,120,416
546,124,637
77,87,79
440,144,525
395,95,458
522,44,85
78,141,58
82,175,70
750,113,177
524,64,236
455,62,440
555,86,173
517,153,732
607,160,332
452,192,118
185,198,34
812,159,118
699,180,251
417,105,488
693,85,211
699,67,357
686,114,363
680,151,452
531,169,707
495,126,617
613,116,756
367,82,378
599,116,851
160,125,124
664,58,150
382,117,664
193,121,254
355,223,35
541,88,358
302,181,149
712,176,356
422,53,199
819,222,34
112,84,60
444,230,92
404,189,257
364,203,256
318,118,381
626,222,54
650,73,295
716,117,554
488,256,38
968,283,44
772,181,35
647,65,72
811,76,87
452,256,55
666,58,6
747,97,196
388,205,33
56,52,32
132,137,168
210,55,43
81,174,37
382,49,119
125,181,9
475,42,50
517,66,322
436,77,114
335,52,154
800,143,308
466,66,355
390,149,402
673,163,393
379,176,346
300,110,444
390,134,565
387,208,92
395,229,157
764,121,367
252,140,242
527,130,758
595,169,398
459,93,487
691,34,55
610,130,559
842,125,97
323,95,189
598,138,619
705,111,174
425,40,93
332,163,389
258,192,230
653,136,396
221,68,38
138,99,68
394,82,481
725,114,478
501,175,420
479,109,819
371,188,237
292,125,347
99,86,35
827,119,186
773,170,172
803,174,67
795,34,61
778,191,152
547,93,580
658,208,94
797,192,70
694,92,319
286,67,134
584,81,507
583,197,197
331,110,310
616,100,371
546,223,173
401,79,352
317,154,424
918,96,54
870,146,113
481,244,52
393,132,707
295,167,218
224,74,153
523,60,292
231,155,55
446,73,318
823,48,90
776,126,359
389,82,636
803,226,66
796,101,118
60,156,28
292,163,158
517,56,258
700,86,264
610,79,340
470,104,450
789,91,275
433,59,336
401,244,30
775,74,84
841,48,83
237,107,170
344,211,126
757,98,155
277,150,158
905,143,27
521,102,528
530,162,583
295,171,223
479,124,985
288,88,199
280,191,144
256,127,189
666,212,106
650,147,366
977,96,31
380,112,550
865,73,93
359,161,508
250,133,298
564,114,828
770,139,295
338,122,382
730,127,313
633,39,53
565,47,183
536,34,43
32,136,74
441,51,15
697,216,104
777,216,76
845,64,30
710,63,302
575,149,675
298,176,247
885,135,35
791,73,143
562,26,135
671,95,278
665,64,158
418,58,287
189,66,61
513,97,948
699,-6,31
732,129,457
183,68,153
366,115,508
634,222,81
630,165,562
652,157,812
298,114,261
815,123,165
546,111,606
310,227,49
272,118,346
155,82,183
669,88,314
989,113,76
442,108,489
741,150,288
502,74,286
425,234,77
728,104,186
730,145,278
966,126,34
680,73,137
532,53,112
707,80,207
604,217,49
454,130,1058
846,180,146
416,130,611
478,90,360
551,183,466
720,90,306
234,180,166
356,158,522
525,162,527
865,143,87
489,79,345
781,70,216
263,149,121
291,130,243
335,159,323
556,124,748
779,105,132
787,191,33
537,142,841
279,194,67
205,223,54
238,100,146
459,203,271
685,183,161
223,147,261
772,63,85
395,55,50
818,118,196
703,95,237
356,54,105
315,90,291
433,142,784
818,154,330
675,194,251
267,190,48
636,182,344
638,92,462
809,70,107
542,46,237
299,107,426
293,74,211
230,162,78
716,165,323
521,79,386
616,92,698
901,105,168
393,136,476
464,75,435
826,162,79
736,100,309
709,143,294
720,188,111
605,265,26
408,88,309
436,68,237
88,138,88
650,76,192
428,104,698
596,67,281
565,56,34
335,177,179
270,172,146
816,130,157
299,174,210
283,143,142
690,180,81
291,122,224
590,48,170
828,114,190
251,116,460
381,184,402
427,66,253
403,18,45
182,85,218
163,134,97
152,147,53
647,136,503
863,204,66
523,188,276
808,70,241
195,116,214
614,4,108
858,139,26
191,168,149
692,142,370
566,119,795
285,182,173
709,120,183
691,201,104
378,214,84
905,149,37
359,79,292
782,187,114
664,60,178
406,60,143
539,44,113
931,79,29
992,166,37
760,118,519
241,78,60
782,89,225
921,154,51
194,73,79
708,180,352
286,110,314
391,43,130
216,162,160
697,109,396
656,105,601
792,159,152
826,132,160
327,83,363
346,175,415
137,186,33
664,178,328
399,67,246
708,158,220
577,123,813
677,170,106
53,90,26
528,140,910
215,94,216
318,204,40
635,170,502
469,114,850
514,76,369
866,152,107
256,213,35
449,202,122
866,140,142
283,199,155
581,133,696
365,156,304
679,93,459
113,235,26
937,89,138
249,179,103
830,186,14
886,146,92
501,194,371
347,40,34
321,174,293
621,84,427
253,89,253
767,169,197
414,209,102
415,51,69
388,183,231
604,131,572
482,117,599
645,162,601
390,98,478
962,113,75
618,187,84
560,202,144
262,170,50
274,164,78
839,55,70
717,64,153
481,65,630
926,72,69
745,198,78
525,101,554
336,151,588
426,146,681
455,179,585
153,62,35
495,40,83
606,34,164
228,216,33
510,99,879
710,100,334
351,141,496
630,150,779
626,155,674
497,93,884
267,168,129
461,119,770
144,91,67
669,78,161
489,173,575
700,135,336
492,45,38
736,104,323
247,129,307
488,194,214
331,162,375
702,87,354
546,192,229
588,9,31
676,145,532
687,87,170
734,90,170
201,35,42
755,70,256
1005,124,88
290,167,150
828,188,172
666,194,182
457,189,195
236,177,135
676,140,572
817,180,170
375,191,156
854,158,242
378,247,90
437,87,492
419,29,72
319,95,312
578,169,602
709,200,97
490,142,512
-78,93,30
322,96,312
361,239,62
977,143,31
141,149,129
362,111,726
240,99,83
650,95,355
835,110,373
589,242,23
787,135,246
726,69,250
465,170,364
424,49,140
992,97,36
751,167,171
486,180,500
792,68,126
796,125,274
798,133,160
783,164,161
633,66,219
654,130,570
220,230,45
298,68,167
197,96,136
216,121,236
370,168,564
826,63,51
248,168,271
268,160,266
830,33,22
381,239,52
244,176,182
230,122,78
623,68,117
908,183,48
592,82,277
453,199,258
966,180,93
745,70,70
516,158,550
315,113,369
653,102,237
466,30,86
406,155,519
574,185,354
330,94,298
352,81,195
474,87,599
234,145,246
774,97,313
413,58,175
579,16,46
131,73,35
205,141,94
775,214,30
467,94,596
506,116,549
357,78,470
725,76,274
708,229,28
520,123,710
764,148,423
279,168,127
781,93,274
456,88,742
593,64,231
444,117,793
646,64,131
665,54,48
383,233,51
596,212,68
846,114,75
823,216,15
831,170,110
391,141,272
607,71,178
699,42,76
526,73,452
631,185,579
588,113,668
577,162,416
451,212,85
692,188,105
545,179,283
587,190,460
653,66,144
399,197,239
306,181,320
443,68,102
445,165,526
723,156,289
505,172,331
384,178,206
727,60,130
712,42,84
573,106,696
907,63,85
574,48,154
331,89,305
285,205,32
491,188,317
849,158,101
542,228,19
791,93,360
702,152,214
445,187,222
497,207,204
372,68,333
408,70,338
86,64,64
126,85,72
650,139,507
501,81,279
328,212,33
709,91,274
364,103,315
583,181,341
502,76,355
332,119,319
620,59,154
708,200,145
684,195,53
576,188,234
498,165,525
558,152,592
402,133,805
402,136,594
408,103,524
758,85,195
686,106,349
299,184,159
788,96,73
366,63,131
370,81,243
281,100,238
141,150,32
647,213,65
367,79,369
235,152,218
848,196,166
372,161,246
364,193,106
124,132,219
587,78,429
643,144,539
223,91,102
803,107,154
426,16,44
204,90,158
671,178,283
542,120,1041
694,151,507
275,126,189
275,133,413
499,136,881
920,131,51
958,92,38
750,106,221
83,129,70
270,167,225
357,50,114
182,45,14
