a,b,aggr
419,186,378
565,175,217
927,59,13
188,60,45
365,152,466
783,129,330
505,220,121
233,205,106
299,173,275
818,85,161
827,138,99
949,175,73
173,167,124
280,153,94
593,133,627
485,193,320
408,99,281
1155,146,30
537,93,388
596,180,279
201,45,58
102,180,55
298,193,140
142,147,149
346,110,647
557,209,80
304,154,200
560,57,291
607,158,563
54,75,115
802,107,119
409,137,573
334,140,499
578,193,373
496,59,248
201,161,171
651,62,187
529,152,526
833,131,64
260,78,140
275,106,334
744,165,218
654,74,476
454,34,76
807,72,59
294,58,61
324,68,310
497,179,426
744,73,150
296,93,175
456,71,214
711,119,462
549,187,265
719,151,161
392,100,577
293,45,30
544,20,72
677,184,233
690,255,61
502,22,102
267,108,191
749,107,405
989,89,115
741,133,195
539,120,855
475,175,320
686,98,662
175,198,38
821,163,169
660,176,279
395,161,352
437,18,46
665,180,308
679,162,380
550,63,340
477,112,764
665,94,389
605,139,552
623,49,104
220,107,164
394,202,167
915,101,50
707,98,228
157,169,87
175,102,33
904,148,54
450,225,55
654,9,45
275,71,109
470,188,298
665,137,384
654,190,78
656,152,450
606,131,672
518,85,570
624,186,165
439,169,324
111,202,42
475,78,297
223,93,222
558,145,571
656,45,42
392,-1,18
913,115,46
440,208,179
190,121,143
885,186,120
932,24,54
757,176,165
240,186,245
845,59,54
525,100,447
134,81,33
414,47,164
421,102,514
763,70,183
691,88,528
647,134,710
517,81,593
363,97,417
458,193,409
660,85,517
645,-3,50
270,179,124
265,124,526
422,188,269
946,181,56
457,162,642
398,167,260
501,161,332
529,85,602
528,57,211
401,130,505
799,110,174
755,93,237
855,100,161
688,166,501
347,202,141
595,220,64
527,204,193
280,113,320
470,21,58
850,61,30
362,66,221
506,85,611
696,86,398
437,205,139
588,52,211
13,213,23
353,50,201
122,153,90
455,46,196
608,80,246
435,135,569
792,159,210
383,52,232
425,103,740
879,99,105
420,37,131
401,185,232
805,142,240
127,184,62
751,143,398
717,115,137
997,140,34
740,150,205
608,190,265
238,144,173
148,230,39
379,105,406
267,245,41
445,91,480
175,139,167
582,40,199
660,166,540
693,74,316
388,226,81
482,178,371
336,126,387
879,7,32
910,227,49
714,182,211
710,193,101
603,73,408
776,156,431
557,68,189
496,138,622
175,104,111
266,47,110
706,187,120
763,234,69
786,203,76
759,219,23
428,180,356
737,134,166
373,193,86
135,185,83
777,85,58
645,89,353
292,120,274
835,127,135
370,87,338
628,99,278
232,84,263
514,102,418
494,105,637
346,91,509
615,173,184
804,90,23
315,192,86
497,204,167
502,206,186
423,154,351
347,116,487
303,207,38
335,31,104
692,143,322
80,220,56
431,171,298
743,185,121
654,154,475
223,146,71
722,208,151
935,49,44
174,84,85
283,99,352
929,199,32
466,52,123
606,92,288
488,187,394
784,120,133
371,94,386
491,136,839
889,81,128
515,157,683
460,140,633
395,2,43
454,93,545
428,65,182
251,143,217
288,54,113
631,166,528
455,146,750
448,58,65
932,135,51
698,172,277
793,227,21
276,47,70
708,133,273
656,82,294
458,144,773
897,82,61
565,215,78
157,146,154
449,194,233
285,85,70
352,271,51
305,104,388
354,88,279
706,179,115
671,79,232
439,129,643
669,97,582
516,89,434
474,50,97
752,160,127
386,131,502
233,198,36
538,38,75
243,75,89
363,196,225
157,190,41
640,92,285
935,66,55
869,188,32
767,104,290
791,84,181
616,151,278
442,28,28
564,181,117
443,73,170
393,170,539
244,86,150
439,135,394
424,164,553
654,52,102
549,211,127
683,141,614
828,112,323
863,108,73
217,77,63
161,208,-1
368,105,604
302,44,120
474,232,55
330,83,314
468,80,501
708,164,606
573,88,518
492,208,210
792,118,333
672,192,235
623,144,435
674,59,319
426,155,266
763,158,396
9,75,41
518,67,253
491,213,183
444,55,351
676,11,46
680,51,178
240,171,139
468,93,587
640,184,390
752,142,302
232,189,116
114,179,29
463,189,346
753,57,57
254,119,206
624,246,85
474,174,573
589,200,93
636,210,132
638,218,97
216,158,74
398,253,42
570,139,1001
332,190,108
160,157,117
464,153,556
919,150,104
389,98,905
963,66,94
435,161,544
890,181,123
383,125,510
260,99,279
508,193,321
396,193,198
290,40,38
408,111,624
401,82,412
309,166,331
1031,138,38
351,142,863
768,202,35
686,222,125
771,167,168
278,79,170
161,150,212
667,88,527
41,100,64
812,198,267
325,131,477
624,116,700
420,194,274
322,85,328
236,73,90
489,34,55
429,160,444
800,147,210
425,184,379
623,152,692
680,95,398
405,55,141
323,169,192
378,74,272
537,52,155
629,208,162
567,168,470
365,221,61
469,183,193
833,74,93
697,48,99
334,149,526
146,121,70
794,189,35
928,112,31
380,100,548
940,119,72
714,76,144
324,178,92
773,197,108
352,80,328
310,171,365
443,169,389
515,249,41
398,5,52
386,122,601
593,224,97
825,129,282
634,108,331
656,244,33
545,23,22
672,193,171
546,188,191
466,104,755
674,65,262
462,194,461
694,99,233
408,46,129
499,33,101
357,191,94
610,9,66
186,87,55
574,166,516
575,188,195
493,128,469
502,69,382
945,124,50
495,142,1167
637,238,132
810,207,124
318,209,163
591,180,321
772,123,354
186,97,119
381,202,142
682,27,90
443,118,639
626,166,431
818,74,177
67,167,103
777,67,111
732,149,210
432,35,44
617,162,409
268,77,245
402,186,278
631,107,483
625,172,542
354,230,26
328,187,164
282,182,222
438,142,801
414,13,34
727,194,45
226,141,119
444,50,132
290,179,278
303,75,340
865,154,206
668,219,29
540,173,678
522,97,391
731,3,33
110,61,56
508,207,183
795,128,231
243,89,86
938,120,65
479,70,348
750,140,333
546,106,696
366,86,390
300,94,294
504,29,73
316,19,34
624,177,504
427,48,125
711,212,111
394,77,383
372,165,413
426,191,280
434,78,544
176,193,110
182,181,140
213,126,189
593,27,110
185,85,96
657,185,104
344,88,269
797,195,36
350,200,92
573,190,432
647,169,370
707,145,399
492,99,423
785,181,195
267,98,164
536,137,800
109,137,14
660,204,146
806,140,235
623,68,230
169,53,29
275,209,35
582,154,345
333,194,165
672,168,375
602,175,310
475,167,547
272,85,212
430,35,150
234,137,351
755,154,421
681,218,74
801,94,117
417,38,146
641,133,550
371,154,398
688,203,152
169,111,21
553,223,76
675,62,256
286,226,116
493,100,581
252,86,211
843,82,44
564,209,115
277,104,252
956,149,41
730,65,263
457,150,444
332,109,608
115,90,25
497,206,150
647,213,157
860,55,49
241,87,233
493,212,243
741,224,57
701,185,123
506,84,403
245,54,155
466,25,148
680,73,163
534,69,361
685,112,297
448,209,277
409,47,104
603,214,138
285,154,334
540,194,204
283,142,361
571,87,476
666,60,120
738,86,280
463,194,237
705,192,234
453,229,31
538,202,96
525,85,514
588,211,80
629,103,435
449,67,207
288,198,102
136,153,86
837,196,27
497,97,499
633,162,232
693,190,181
844,116,179
484,187,405
304,155,430
313,73,272
820,96,90
594,92,267
645,172,209
775,134,278
768,228,99
734,134,339
556,-22,44
665,68,260
-42,101,49
638,139,607
415,159,486
564,75,613
204,175,33
494,108,658
493,86,380
211,51,124
355,172,617
473,163,803
630,147,531
615,119,583
764,106,69
1011,121,25
573,172,564
266,118,285
453,184,387
478,140,781
650,211,84
611,67,161
726,47,72
327,74,95
552,218,112
276,180,238
535,83,627
720,244,60
469,86,309
394,65,262
368,217,107
387,30,32
579,225,40
705,90,241
605,131,922
595,112,570
136,136,87
633,146,679
795,196,106
330,118,465
576,114,464
653,76,208
544,161,767
371,109,293
755,88,242
207,98,153
703,47,170
637,60,239
861,252,36
846,129,124
706,186,117
875,142,96
302,133,184
170,126,89
246,141,210
710,143,481
-62,56,36
297,251,26
591,187,365
490,133,737
866,69,55
392,143,486
459,140,557
655,205,73
257,102,199
355,105,533
333,77,140
648,88,324
391,89,295
1090,105,31
606,31,72
563,100,549
332,104,410
189,145,152
864,140,153
690,160,368
585,19,27
602,170,452
400,200,290
264,103,281
245,199,53
479,83,503
792,145,198
251,8,46
646,73,503
344,164,366
344,42,85
378,37,57
858,142,220
429,200,252
683,40,51
497,217,52
278,88,143
504,164,542
365,1,42
521,164,747
302,181,79
970,160,51
471,265,34
526,91,755
574,175,576
386,132,706
203,208,41
315,77,124
394,102,454
455,64,448
488,63,328
613,126,405
657,178,304
385,168,290
658,52,62
373,129,436
634,65,136
540,96,435
222,178,44
717,124,257
791,199,113
331,132,579
709,168,242
891,152,108
368,77,197
687,118,426
666,163,353
424,190,169
169,144,20
468,73,324
797,92,186
556,239,44
555,182,384
389,90,364
243,133,354
334,166,197
672,50,74
730,148,443
331,254,66
859,121,48
630,95,462
652,63,204
562,95,500
577,145,487
735,129,468
58,155,54
284,172,185
304,44,90
602,124,565
722,110,267
176,144,133
745,39,11
320,83,245
748,173,194
512,77,726
290,130,273
720,91,351
581,86,446
251,162,181
724,59,215
499,185,206
764,200,143
582,92,425
831,53,36
75,126,45
771,240,35
657,149,349
662,97,555
529,218,150
392,196,120
331,165,339
325,65,184
456,210,244
245,99,339
238,96,252
843,113,40
367,57,46
468,178,319
241,177,68
681,144,273
515,112,751
450,208,93
261,49,55
826,94,202
483,169,457
442,169,256
738,85,262
668,84,283
777,178,69
547,70,228
2,109,61
267,151,265
162,48,36
181,165,82
211,115,303
567,97,552
901,183,56
137,95,40
636,71,228
744,69,197
580,50,128
277,37,38
725,173,236
362,127,441
146,155,62
219,84,185
295,162,191
438,83,496
137,170,90
574,184,325
985,122,175
821,191,68
356,62,157
696,164,133
309,78,229
519,70,394
625,152,472
652,172,520
624,173,296
136,121,114
361,75,310
816,186,66
234,65,78
177,142,24
192,153,81
657,165,237
591,167,243
813,22,13
717,189,149
584,53,267
50,146,58
704,53,171
382,187,319
366,184,339
592,59,106
503,91,525
580,192,45
269,44,55
370,77,559
768,160,92
806,102,169
597,50,272
739,198,116
898,63,44
471,82,365
801,125,124
747,195,119
46,46,53
427,32,25
576,157,541
383,63,143
697,104,278
127,90,31
790,116,154
900,216,39
268,174,324
388,148,457
869,137,101
844,95,93
808,103,86
738,113,371
335,159,237
657,199,179
331,53,26
572,54,306
307,192,298
950,147,53
552,115,646
608,213,87
657,198,114
400,191,179
36,134,151
707,143,294
290,96,141
250,162,144
296,133,191
590,155,717
708,108,309
448,79,565
686,176,261
345,180,77
447,198,191
370,236,48
318,212,122
695,169,270
754,217,83
372,118,473
611,83,168
141,123,138
410,119,687
755,141,312
377,98,598
840,66,133
133,211,51
756,143,153
732,156,254
656,74,435
525,191,260
454,222,127
498,175,506
593,196,49
344,132,527
502,156,692
479,172,750
609,176,358
565,20,41
551,185,365
331,50,101
531,7,41
136,152,85
406,180,297
699,162,297
446,180,371
989,138,29
442,83,321
533,197,98
832,113,182
284,69,71
719,72,350
393,156,380
684,117,309
442,222,49
652,51,299
506,150,392
296,106,473
248,108,289
511,196,336
342,18,116
845,176,38
712,113,398
293,59,156
741,103,208
316,79,274
595,75,571
153,154,43
756,142,244
1042,107,48
323,72,345
946,126,65
756,170,295
506,197,337
461,145,919
362,199,146
730,185,177
615,141,984
340,76,97
701,94,75
235,95,182
382,73,212
532,133,773
191,100,86
95,153,48
841,42,50
363,28,35
724,46,37
446,120,389
246,157,90
723,106,325
637,64,213
235,152,282
270,204,102
573,195,207
930,167,31
387,87,287
780,112,189
723,98,441
663,117,676
243,195,101
572,146,813
404,73,291
369,215,98
733,62,146
789,147,165
394,78,418
621,113,851
162,161,116
587,280,42
450,53,84
587,183,400
340,56,52
586,23,77
378,251,42
550,36,79
409,163,703
683,197,185
887,127,100
744,122,308
245,144,222
406,78,465
915,130,153
298,43,36
355,138,459
408,181,296
618,157,165
725,225,60
638,203,103
409,26,52
602,230,26
338,88,191
925,110,31
117,26,38
353,205,128
615,148,409
463,179,339
308,39,16
454,164,318
772,132,341
290,154,281
280,144,329
650,53,63
739,111,195
701,113,256
635,66,313
445,56,241
546,53,127
358,53,183
362,57,284
125,158,44
636,179,276
490,136,574
525,70,243
328,23,46
704,174,167
740,128,398
733,87,92
215,115,188
375,109,461
352,118,560
845,212,120
388,193,113
295,182,97
402,75,235
383,185,345
380,154,421
535,262,54
592,106,509
299,143,297
825,200,86
1,131,25
381,105,640
784,118,296
756,227,36
212,215,37
383,183,395
270,152,344
392,228,51
679,105,563
706,149,427
714,196,179
333,136,483
902,110,173
232,180,82
246,122,309
74,161,66
456,93,639
806,149,222
637,220,127
618,31,94
758,80,252
330,95,273
788,193,100
511,151,923
361,178,163
709,184,133
197,109,106
582,174,424
326,131,607
349,77,386
238,111,418
592,207,91
280,56,91
312,55,192
687,21,17
578,190,305
142,112,144
372,150,526
143,73,67
380,55,97
471,127,770
859,170,38
239,174,217
455,-5,37
508,56,161
730,162,195
874,63,69
418,56,116
215,36,54
319,76,327
998,100,25
362,175,306
780,88,62
520,208,176
143,101,204
259,201,76
270,125,335
277,106,279
461,72,376
287,58,71
792,75,104
538,124,772
-18,197,39
612,59,102
233,130,233
751,120,334
213,170,163
765,128,186
762,54,261
398,201,192
301,167,95
749,122,404
462,216,80
911,130,27
569,102,550
518,117,597
651,12,35
230,32,16
762,73,187
495,72,331
303,119,620
749,129,106
253,192,114
214,126,226
919,85,118
457,55,330
491,197,195
200,120,102
757,71,61
391,136,675
564,190,191
662,86,324
530,140,530
416,22,118
393,134,808
347,192,239
469,41,173
685,121,228
732,166,198
440,32,39
455,162,474
551,108,835
609,114,785
301,104,324
292,161,253
348,82,251
176,4,48
772,127,304
570,106,646
631,36,20
574,81,488
411,107,634
299,66,139
443,105,544
611,55,63
227,76,134
443,204,213
94,168,20
941,112,135
771,137,91
107,122,37
194,191,43
527,172,450
198,113,142
799,225,47
560,156,557
866,157,173
503,141,823
846,191,141
795,87,81
595,79,521
592,19,49
582,82,457
182,255,25
594,-18,53
356,106,442
577,113,578
585,202,184
533,163,486
354,142,586
708,53,411
688,158,146
694,154,378
351,79,261
359,87,211
751,62,17
640,73,321
219,71,94
379,36,25
823,62,96
496,133,828
208,119,259
644,203,109
223,44,35
402,16,70
389,231,77
426,112,393
461,43,224
657,101,435
504,16,44
850,196,113
398,227,78
242,10,25
711,172,330
467,53,181
338,125,669
864,196,106
517,71,402
737,82,250
119,93,24
572,55,117
622,152,643
346,81,375
630,96,612
179,175,79
537,71,138
825,171,89
424,81,565
289,117,279
547,231,42
347,183,99
218,119,72
200,81,28
233,108,457
840,63,78
334,180,219
379,94,275
350,71,79
322,117,633
968,117,79
411,252,79
595,91,447
284,109,303
252,117,238
889,39,43
888,179,71
519,177,538
310,100,290
1120,169,33
286,122,337
534,20,152
114,189,78
569,229,78
146,137,69
263,84,204
1012,116,35
232,112,188
447,41,116
617,191,208
631,110,641
702,62,234
555,124,786
213,92,182
362,49,110
101,218,4
330,134,547
577,167,533
741,61,168
706,195,113
663,219,44
536,46,154
670,214,53
371,211,36
556,40,143
558,72,309
922,148,102
358,124,436
515,175,192
704,168,283
247,138,267
697,201,88
753,150,331
248,36,17
182,151,46
-114,145,34
547,109,555
466,109,512
640,183,281
982,142,104
365,121,440
473,59,182
246,53,21
368,31,37
97,58,52
362,187,192
439,54,242
768,192,29
478,213,335
366,13,127
674,153,321
530,195,294
787,76,92
633,43,110
322,150,382
632,254,52
225,214,39
284,60,34
372,220,106
265,113,297
464,191,358
403,146,527
509,222,143
393,103,448
686,190,46
567,52,239
511,166,408
591,34,137
228,171,187
554,204,104
335,110,348
255,136,253
290,112,435
756,82,257
739,54,140
281,76,222
682,143,593
638,175,253
191,145,161
692,89,268
667,126,604
578,224,33
507,76,253
576,206,149
701,169,339
598,64,325
693,112,397
274,40,91
696,202,117
789,153,148
763,60,88
786,215,24
573,157,726
396,84,314
422,75,138
712,132,551
640,187,221
539,96,468
258,127,263
318,172,314
835,171,28
594,57,254
611,205,153
41,79,43
668,76,354
833,201,111
450,107,449
361,170,353
365,82,299
813,97,161
608,90,622
685,100,412
223,140,114
657,76,228
759,155,205
649,200,86
552,40,65
414,171,421
787,173,86
677,197,70
901,168,69
492,84,440
668,164,332
695,228,44
677,114,459
387,159,202
607,37,69
769,34,26
574,214,136
453,90,338
270,50,42
476,232,65
529,214,129
172,146,98
665,116,384
322,129,440
932,191,22
772,156,48
837,131,172
790,157,185
957,73,122
584,171,403
666,19,52
346,137,861
601,34,69
827,125,171
450,242,50
669,48,94
530,82,341
259,86,149
834,165,220
509,213,236
725,53,26
907,71,82
602,237,27
820,91,139
912,64,35
360,142,434
419,33,93
644,82,368
587,175,584
62,158,93
631,123,397
776,85,65
234,113,406
475,55,209
438,67,90
469,143,739
335,163,207
477,45,338
393,104,626
600,73,476
702,90,468
481,216,99
509,216,66
830,92,249
617,61,228
483,194,209
115,128,122
745,152,378
495,148,747
197,134,151
590,152,540
393,106,556
381,60,222
455,238,118
435,41,91
802,98,59
116,168,43
166,97,168
387,149,776
412,175,378
242,135,286
546,19,66
469,179,553
745,164,254
176,69,65
124,94,109
858,133,130
360,99,592
532,188,298
572,211,249
148,106,101
638,72,258
776,81,256
440,139,554
241,225,32
755,184,231
370,101,491
841,84,67
434,167,522
817,52,76
88,101,64
518,77,348
239,181,169
304,70,140
613,82,333
827,175,42
502,33,96
628,60,151
1084,183,74
275,178,334
247,133,227
731,201,138
242,214,10
865,250,51
850,107,140
241,193,85
562,209,173
640,58,102
735,73,71
114,136,29
452,163,696
721,198,144
579,17,56
521,228,84
151,39,16
548,83,222
344,78,405
555,202,104
213,194,34
798,210,50
197,44,59
768,113,161
637,221,44
272,68,110
417,93,584
507,198,220
689,145,247
793,145,160
675,154,510
708,47,125
701,125,628
293,174,229
664,168,275
218,205,106
228,19,94
967,185,53
335,142,386
312,154,521
493,42,124
707,62,107
322,42,90
558,56,386
439,152,621
720,179,80
672,35,93
644,36,149
734,132,685
315,152,515
432,218,71
233,99,237
627,191,242
587,160,362
-60,95,56
652,117,453
593,141,1111
776,92,221
680,117,468
234,153,155
702,199,196
482,50,177
397,66,293
49,159,120
503,123,614
483,195,63
238,123,170
422,193,236
377,215,92
404,167,528
105,104,28
400,71,304
237,128,241
595,161,405
719,159,371
447,157,533
556,154,545
553,198,282
201,64,66
400,259,27
242,48,31
366,217,17
518,64,217
243,144,246
513,123,738
398,223,82
260,73,137
382,93,236
757,184,73
583,98,964
283,159,385
149,123,113
254,211,44
567,256,55
403,47,135
785,95,237
431,89,662
646,89,444
418,76,258
477,170,418
536,120,892
326,78,75
287,147,204
815,163,63
744,139,161
219,39,45
755,124,300
626,77,419
458,198,215
330,241,23
562,40,123
957,110,118
239,109,335
835,151,50
519,179,320
398,202,209
601,204,170
547,97,865
514,72,491
180,187,42
825,132,71
131,128,43
183,262,43
566,92,381
375,219,134
250,177,160
515,37,182
473,201,164
410,181,265
316,107,573
889,187,5
384,75,160
796,71,57
521,148,874
811,72,32
555,237,122
782,215,33
103,133,121
617,108,520
470,184,266
577,110,626
746,73,176
622,118,646
468,166,517
383,179,282
294,60,154
681,40,90
271,167,195
200,84,80
391,98,595
401,135,537
680,68,165
608,40,85
149,156,98
356,98,417
286,109,356
477,41,168
878,182,110
559,80,378
698,140,475
843,157,202
844,156,93
805,143,240
566,189,225
559,205,195
285,137,282
816,142,277
502,84,486
673,41,63
645,150,513
459,204,163
635,100,425
635,37,65
746,140,326
596,242,89
618,42,37
723,225,49
16,17,57
210,132,143
939,136,63
207,111,166
706,174,266
427,211,126
378,146,524
443,82,221
301,194,219
629,187,321
657,122,504
515,93,591
865,245,45
449,22,56
505,79,213
514,66,184
839,99,118
258,63,132
834,72,31
511,131,760
234,126,316
820,210,89
396,149,500
431,118,750
669,78,327
357,102,501
224,119,249
572,83,376
683,142,659
597,105,492
315,170,220
386,53,184
566,163,533
406,155,540
612,114,772
138,104,123
723,117,267
70,55,41
851,146,142
578,121,1251
624,176,188
-25,192,37
227,110,301
266,76,74
666,8,40
388,76,245
975,123,52
408,63,197
422,69,371
341,90,433
581,92,591
584,197,281
417,200,80
646,143,434
449,186,281
326,198,297
632,232,26
713,71,206
497,134,692
526,178,437
718,58,61
462,95,470
525,48,188
472,58,194
574,103,641
771,235,53
491,89,530
777,181,66
652,217,93
436,192,339
678,-14,53
592,172,397
343,198,175
600,113,847
797,105,85
548,205,208
258,187,56
100,81,40
446,163,324
489,204,136
753,166,311
749,58,110
266,101,252
173,158,231
917,107,71
654,164,337
205,81,84
226,208,57
594,100,515
396,89,343
137,93,48
836,97,223
680,114,543
816,64,57
723,85,331
585,72,325
129,133,129
527,72,329
670,174,214
315,142,303
753,141,429
478,64,230
758,210,57
14,129,34
324,134,309
99,113,44
598,224,33
655,172,298
824,61,73
494,181,363
264,109,218
546,183,42
400,198,285
734,123,294
226,94,132
501,222,89
122,105,122
588,120,594
552,114,613
367,143,564
647,57,189
454,196,123
611,253,78
270,132,185
397,137,763
326,227,49
496,65,229
237,67,120
317,148,563
167,193,94
562,72,300
498,90,496
210,160,42
738,146,356
457,187,367
198,68,28
446,170,301
669,187,232
834,70,121
818,191,97
301,186,264
157,75,79
744,85,218
706,167,223
246,119,186
305,73,237
332,99,436
426,24,24
389,51,228
512,161,638
825,162,192
762,176,92
696,122,331
845,179,44
262,217,28
584,82,642
983,139,70
614,163,285
637,125,634
781,155,308
276,216,98
753,58,90
449,169,367
398,87,414
162,206,19
154,97,117
269,71,325
838,17,23
433,81,453
294,161,403
115,133,76
723,74,303
542,88,491
368,179,280
485,118,620
591,171,525
826,205,57
584,149,557
360,88,301
316,45,81
254,193,170
705,100,261
418,68,310
390,143,675
32,95,38
802,101,114
248,72,47
538,177,682
840,103,200
556,48,203
536,116,636
152,80,84
489,57,135
318,55,60
531,65,174
382,52,149
928,138,52
630,81,341
100,149,117
454,61,233
667,69,260
880,98,62
552,68,244
732,171,296
794,147,244
366,79,147
189,92,79
378,50,169
368,70,145
183,118,153
368,172,500
335,68,153
222,155,419
452,105,406
627,167,476
270,42,111
543,66,230
588,80,409
466,156,368
622,111,264
209,222,21
136,93,108
791,144,166
606,144,808
972,34,24
806,67,92
748,189,87
296,92,202
532,110,838
255,92,266
518,239,45
800,92,96
254,222,75
958,85,40
614,95,758
867,91,157
233,149,372
492,111,812
399,44,110
503,218,94
614,183,303
696,240,96
474,40,92
620,101,489
579,184,509
620,120,785
515,195,315
677,34,84
804,169,72
511,44,100
165,111,115
619,156,577
654,201,141
534,186,279
463,173,480
633,230,114
411,80,278
686,68,155
830,107,172
776,107,223
528,47,77
477,-35,37
743,64,50
298,163,168
519,121,886
692,82,183
246,189,74
314,155,459
366,85,398
434,195,195
757,101,211
771,161,188
604,25,85
215,137,182
632,185,132
710,207,27
319,187,114
288,112,407
690,102,294
316,213,35
605,23,145
717,106,263
602,197,135
812,85,56
226,82,195
413,195,212
174,115,143
206,108,196
1093,165,36
765,29,46
760,133,177
542,201,338
561,140,761
817,105,175
379,114,561
337,153,452
756,33,72
466,192,427
305,79,344
781,51,74
278,122,136
760,93,199
545,274,40
629,60,167
303,78,163
281,89,301
776,168,126
165,191,38
572,41,102
723,134,486
600,42,148
436,93,650
579,65,327
270,183,76
638,49,145
756,210,41
486,50,223
138,123,145
389,82,413
714,71,220
349,126,602
266,124,434
391,34,134
149,140,277
752,173,305
282,83,167
805,177,126
580,200,229
347,186,385
673,165,463
903,187,157
351,84,137
769,99,343
296,54,50
925,130,59
357,163,362
120,141,95
537,185,405
398,231,55
640,203,219
172,49,49
874,186,116
236,121,252
748,169,200
820,123,52
552,213,75
369,123,425
477,46,87
585,91,465
433,136,505
541,186,95
246,220,43
727,141,527
284,151,182
599,55,136
456,167,604
151,216,31
563,80,220
859,100,79
178,112,63
852,174,135
985,112,55
682,180,255
658,202,167
349,67,126
904,182,29
251,77,165
474,182,409
480,207,233
269,76,234
617,136,642
508,38,194
227,158,272
519,93,748
578,43,94
352,89,118
788,149,277
738,119,238
813,170,107
630,180,356
826,77,81
400,141,931
472,47,188
686,165,370
298,84,363
468,67,230
277,189,46
316,235,16
381,213,190
215,97,42
811,129,102
446,158,512
587,189,324
676,138,320
215,180,69
284,175,298
326,87,265
426,197,199
257,126,450
308,46,82
571,117,385
272,162,297
901,143,109
437,164,379
817,121,391
222,130,273
249,109,414
763,202,118
332,74,327
578,216,150
803,200,168
699,174,258
468,63,120
724,72,92
827,189,64
530,141,513
897,121,61
519,86,581
337,81,259
469,87,489
283,84,354
540,84,501
681,37,60
253,120,151
233,59,69
277,147,162
776,88,149
403,75,233
474,158,675
383,91,448
779,119,417
391,58,222
290,146,328
297,122,476
240,95,243
733,104,315
706,180,177
235,80,85
288,142,360
442,38,64
262,142,236
269,127,235
723,152,365
920,105,87
461,112,778
125,188,39
251,199,237
447,76,274
58,156,33
725,207,72
356,144,655
326,111,364
280,184,136
833,53,101
542,94,675
602,120,496
251,103,207
708,68,85
464,49,115
854,145,113
821,41,57
500,113,934
223,151,264
708,14,19
217,187,88
269,173,114
157,102,41
782,109,409
246,105,226
533,194,285
262,181,242
475,182,390
791,160,219
289,119,388
892,50,86
387,73,246
720,87,352
390,158,525
349,93,425
572,190,191
611,145,403
472,192,280
199,63,89
258,73,206
440,118,493
909,118,31
750,139,266
425,77,534
559,28,120
193,159,79
600,163,647
321,173,109
395,111,536
888,150,74
324,76,246
519,201,115
142,64,41
686,184,218
731,154,342
741,146,467
327,94,321
301,179,139
293,50,184
313,147,437
801,112,321
780,141,293
501,100,326
719,80,201
615,159,445
762,155,175
506,-22,35
674,140,768
729,54,206
539,101,550
429,192,52
53,121,28
480,183,323
193,205,50
598,160,523
1018,105,39
24,82,78
491,84,579
455,87,291
466,3,60
314,24,78
578,287,11
689,185,113
169,171,41
287,102,306
822,230,24
1073,178,36
238,86,99
304,73,227
345,194,190
311,63,247
769,201,125
338,187,273
590,243,21
706,160,359
674,173,230
324,48,78
574,53,291
699,173,189
645,251,55
872,93,133
452,180,351
322,163,198
556,99,559
236,82,153
722,77,243
661,47,115
207,163,98
615,106,691
199,87,201
414,164,168
866,142,71
719,210,84
274,123,320
294,70,269
355,90,398
-18,108,42
239,137,224
827,155,207
486,90,653
579,160,846
248,202,37
586,91,630
523,137,835
948,116,122
785,154,318
307,92,281
574,32,33
894,125,28
418,117,664
841,108,156
776,95,182
178,149,54
771,40,26
554,186,380
421,65,195
484,82,416
383,71,248
162,145,117
526,-6,57
430,110,819
666,68,23
715,91,449
554,248,44
599,177,308
382,144,729
809,125,378
44,94,39
501,86,468
567,78,322
905,121,44
112,190,60
542,148,504
860,115,162
585,66,161
674,171,344
451,141,550
674,-14,39
303,68,234
529,182,635
635,166,257
65,136,33
313,149,390
289,199,156
681,68,185
538,117,755
378,38,89
590,73,443
227,142,160
732,214,135
18,122,83
1024,149,63
325,206,91
719,173,317
569,76,281
573,210,169
627,187,293
26,103,45
729,140,472
433,151,563
800,179,90
789,143,296
161,106,158
263,145,230
172,174,98
384,119,488
243,129,328
799,97,343
707,105,590
821,135,138
885,127,59
709,44,55
852,102,200
199,132,225
815,113,133
360,209,52
643,175,170
345,59,102
800,119,272
357,64,276
644,72,112
81,167,81
737,120,402
478,62,191
623,16,71
575,185,489
516,38,97
442,86,708
800,110,183
849,107,131
526,171,486
904,124,126
713,127,328
326,101,255
731,40,81
852,141,110
742,187,99
583,203,159
623,117,669
795,139,138
524,108,665
145,50,87
766,98,201
306,88,243
521,158,464
709,127,407
669,91,204
168,135,121
59,133,51
1115,91,54
387,158,496
49,114,30
355,192,49
481,40,186
365,77,576
555,174,416
607,97,489
388,108,572
484,244,145
441,93,402
633,200,255
652,243,61
776,124,362
782,120,225
644,183,393
839,62,50
643,203,258
389,60,126
777,104,197
529,77,425
531,87,382
538,14,53
591,196,114
683,109,479
326,188,423
405,61,68
1023,124,48
600,96,550
280,110,203
252,100,236
323,215,74
540,63,59
180,149,90
622,124,461
534,128,1025
447,137,936
418,124,635
343,177,188
326,76,156
575,121,696
487,44,136
629,196,396
815,118,118
453,183,266
399,61,304
417,189,183
955,84,33
245,102,286
693,123,461
264,172,193
213,159,237
591,220,33
498,52,150
326,75,364
322,92,328
309,182,135
512,48,141
