a,b,aggr
754,185,204
747,148,207
523,106,626
723,169,166
820,145,199
133,74,79
692,106,219
814,185,210
327,49,105
601,173,243
369,219,95
540,213,129
762,60,107
479,98,620
374,52,104
953,52,37
425,199,248
391,62,417
783,149,346
240,50,36
760,52,43
631,192,228
481,216,150
592,25,65
652,77,390
409,123,398
708,177,234
379,116,309
375,67,115
694,131,243
721,21,82
666,62,305
873,125,106
135,120,88
687,102,201
701,156,294
249,163,235
392,93,504
917,113,16
662,54,64
481,155,506
713,146,287
590,13,73
1066,94,53
265,167,146
307,126,328
920,156,47
590,48,180
175,195,53
598,227,95
833,175,39
558,177,475
344,73,306
394,44,157
715,135,388
795,95,44
659,107,288
469,251,19
379,94,359
333,154,421
237,138,201
848,99,138
393,61,195
416,27,88
454,134,887
708,180,159
441,136,520
810,133,397
594,138,636
477,67,269
739,226,29
111,126,194
414,255,66
243,123,227
379,205,159
774,100,134
650,64,159
271,160,167
229,128,211
941,114,86
592,80,172
812,193,77
606,18,35
390,202,71
621,190,204
560,209,167
610,75,99
249,152,73
793,173,92
383,113,792
877,152,146
176,121,74
881,142,75
305,194,163
918,99,90
474,74,316
554,170,293
1003,160,40
278,150,165
472,38,101
414,178,244
785,201,90
312,135,364
560,78,329
293,161,233
559,104,463
580,155,670
537,52,237
477,173,442
420,64,129
281,69,79
547,76,326
527,210,131
740,102,262
812,189,183
251,70,69
313,137,363
174,184,3
442,95,732
282,107,279
291,66,236
153,44,65
299,206,73
369,123,552
803,117,243
1088,112,37
207,111,88
671,100,496
712,95,198
148,60,74
793,93,122
144,46,47
360,29,62
527,33,50
363,56,77
251,24,83
740,176,196
802,43,61
242,101,251
642,181,437
555,178,336
595,210,120
216,62,72
380,16,95
573,188,242
524,81,328
338,113,520
307,140,296
552,39,106
283,160,227
801,84,215
239,208,182
275,118,402
690,102,219
843,119,107
298,147,310
454,141,624
584,146,673
758,129,268
333,106,212
699,146,310
454,99,532
291,197,35
686,184,249
476,29,117
437,181,279
670,161,391
644,47,124
124,151,4
133,93,54
387,68,241
382,158,356
242,154,145
264,101,191
260,78,286
647,128,376
498,79,295
284,89,166
339,190,84
679,64,28
318,77,334
815,188,35
522,71,354
710,133,311
697,51,170
852,42,29
340,70,174
435,41,108
667,222,55
571,74,434
686,23,48
592,52,90
259,187,161
525,26,126
753,178,207
584,222,82
737,129,129
811,94,72
708,98,181
621,199,111
527,35,51
595,46,75
247,120,222
840,157,236
834,205,84
630,105,462
665,144,266
700,60,237
782,108,406
713,186,93
445,238,63
188,178,118
378,125,375
279,227,80
541,57,243
802,70,131
477,203,158
958,176,37
855,175,149
492,108,538
667,110,560
508,212,182
673,97,412
709,188,62
217,39,50
674,153,337
734,43,82
33,105,39
527,84,493
824,160,203
764,109,410
1014,93,27
469,236,37
642,197,168
780,187,144
226,69,79
773,147,158
307,199,118
176,101,98
188,86,123
781,82,179
347,60,98
299,156,377
383,79,256
476,39,71
476,177,580
178,35,98
765,126,325
846,100,232
423,21,38
165,17,32
796,91,136
526,75,435
703,173,173
787,213,83
744,231,149
804,239,37
261,106,158
516,70,373
377,218,116
498,72,372
662,9,53
547,173,260
343,211,83
143,133,43
833,26,28
107,170,76
408,187,71
807,77,114
356,196,43
262,120,216
346,30,36
126,7,21
410,35,88
670,166,335
385,75,297
663,108,573
259,222,67
427,97,511
367,171,106
615,104,474
514,68,231
605,194,142
136,119,30
680,209,64
383,221,60
263,156,203
812,91,202
280,59,170
651,209,80
333,104,363
-103,119,37
551,52,82
180,167,59
608,208,58
829,140,27
424,77,187
-135,102,42
615,80,179
356,61,100
483,57,145
878,164,15
50,169,53
183,171,128
885,62,20
342,117,364
313,38,62
334,203,85
820,159,124
456,203,221
406,213,143
629,66,237
364,136,126
390,186,130
726,245,35
752,189,88
652,75,319
657,185,214
66,119,35
404,122,308
192,92,108
773,166,190
913,97,21
760,143,209
380,113,522
728,28,64
410,14,27
490,190,71
687,43,73
837,95,108
281,149,364
599,202,247
807,125,287
654,44,110
276,53,88
195,128,258
854,190,41
486,191,146
371,148,507
952,222,25
315,63,124
326,128,680
993,133,84
94,135,84
333,211,71
283,74,92
257,53,25
541,134,725
187,252,45
488,122,740
28,79,78
875,97,73
316,94,320
256,168,246
778,78,217
308,131,440
266,62,53
404,212,118
548,121,753
894,116,100
563,109,738
780,199,10
905,132,47
682,204,202
278,179,170
655,196,272
346,53,109
497,216,64
169,147,176
703,77,75
268,170,366
144,84,130
748,206,55
521,186,351
152,165,34
647,81,272
865,52,42
484,114,881
190,48,53
848,130,125
297,124,210
634,51,134
84,37,48
461,38,113
718,57,79
517,211,362
462,61,178
386,90,396
361,220,54
569,57,173
730,171,319
554,76,301
407,40,92
187,169,176
653,110,438
767,128,217
912,102,152
827,97,183
841,167,79
379,208,195
600,102,579
520,189,193
687,195,159
330,167,271
-32,80,53
672,156,263
676,61,70
144,83,61
773,149,152
861,101,84
251,149,206
57,135,54
740,96,87
353,68,336
332,84,360
521,69,196
426,137,663
194,24,21
232,83,155
608,150,457
396,45,122
533,71,147
631,143,294
720,60,190
21,133,68
744,134,327
696,57,133
558,79,276
784,128,132
469,59,178
619,159,392
408,52,68
797,205,39
430,156,810
130,132,72
676,192,120
543,26,45
350,63,222
292,168,403
772,162,194
674,216,60
390,198,81
415,146,628
603,199,175
636,67,219
480,43,166
499,124,815
327,83,125
402,54,82
271,66,139
1004,169,28
821,175,64
185,113,107
208,139,64
154,102,129
529,51,226
951,175,78
150,145,149
293,6,40
592,50,81
859,128,96
916,148,34
521,194,369
797,209,85
639,144,435
939,38,34
176,228,79
806,157,287
476,61,173
687,240,31
483,99,441
766,107,189
182,93,296
335,72,280
640,54,147
210,69,92
600,69,359
291,172,95
534,48,331
762,78,163
573,213,58
380,185,299
249,103,212
109,171,77
767,130,334
819,212,63
219,167,301
376,234,36
554,232,43
245,106,242
571,84,164
307,51,106
230,224,61
707,108,255
220,134,217
736,182,273
947,145,53
982,203,25
250,85,88
867,122,57
913,191,13
939,81,27
377,159,559
204,103,226
201,149,187
172,57,53
380,94,313
256,116,272
731,214,56
235,97,98
560,237,22
672,213,84
769,151,238
764,204,100
435,29,41
330,191,79
124,163,40
686,52,95
847,244,44
623,29,47
623,154,301
408,194,361
711,11,29
395,108,560
149,93,82
641,205,286
597,178,297
472,164,439
456,196,239
139,184,128
588,44,96
260,152,148
641,177,473
31,142,43
225,61,47
663,26,24
907,98,108
850,185,40
593,183,254
187,132,214
281,92,257
433,130,666
887,91,88
783,118,230
-89,117,35
941,160,85
295,167,428
334,126,589
414,189,413
249,141,46
275,85,376
214,145,337
430,55,284
875,99,21
743,131,411
702,57,123
328,189,211
709,217,74
856,52,36
333,185,77
278,169,143
865,157,116
773,60,182
690,149,382
645,187,293
544,111,832
823,170,258
708,252,27
704,91,439
723,68,105
488,99,682
1025,93,18
878,173,28
503,54,274
542,113,770
672,53,158
262,222,18
696,166,335
619,232,62
764,99,186
367,198,121
280,190,83
463,232,71
121,75,38
302,138,282
307,173,104
678,112,311
733,192,160
355,186,270
810,71,36
742,181,147
754,111,356
1021,159,90
917,106,42
525,100,680
247,143,249
849,124,95
711,59,111
376,55,183
804,142,245
401,233,32
337,202,119
700,181,66
323,54,226
852,126,72
174,130,220
606,140,738
429,97,478
799,115,108
666,155,642
677,92,419
660,40,9
148,174,27
194,84,61
379,153,335
949,139,58
290,113,216
457,174,550
300,121,298
593,98,659
305,134,331
727,225,46
268,168,233
349,181,266
486,34,97
442,69,482
610,88,241
360,51,151
998,80,42
101,169,49
290,173,244
438,94,640
187,143,139
800,89,71
225,141,119
621,29,153
766,97,115
855,38,47
375,31,33
678,36,106
118,167,69
507,77,335
333,50,85
701,41,31
768,215,90
260,146,258
361,174,142
319,41,45
224,85,88
202,125,205
497,99,590
-5,117,38
841,93,145
301,170,83
171,156,39
480,182,268
680,73,191
367,44,169
629,172,439
145,94,79
451,106,668
398,169,329
428,170,678
136,121,85
411,194,88
168,134,62
299,113,188
768,24,21
413,78,214
274,90,326
512,167,375
332,230,108
387,46,98
674,218,49
293,107,242
412,154,385
606,200,218
367,231,33
967,130,47
717,41,81
603,266,46
772,133,263
272,76,62
780,156,319
647,101,471
300,188,154
338,90,128
322,212,122
137,155,70
74,113,3
240,132,261
935,130,57
705,26,34
623,128,476
661,192,140
779,181,171
721,152,289
735,184,179
853,116,50
626,192,152
412,126,283
609,198,241
406,94,402
996,109,30
157,69,139
277,185,202
568,76,347
265,122,262
634,225,129
143,137,75
590,165,298
606,169,393
175,120,50
806,113,114
705,22,81
577,213,121
730,193,120
155,53,41
785,153,173
583,36,46
871,97,70
115,134,64
794,102,173
359,61,180
563,229,127
529,58,142
894,100,100
461,151,724
553,108,499
888,196,48
761,204,98
343,195,160
540,43,164
264,196,67
136,133,145
881,129,128
270,139,315
285,164,190
305,68,99
836,200,174
521,231,77
191,126,202
938,75,49
316,50,152
515,174,447
477,102,644
532,184,373
626,208,63
355,86,238
738,161,157
308,176,211
159,156,146
666,63,289
403,177,231
302,198,114
781,123,220
685,156,385
815,154,161
181,165,153
494,49,194
308,96,351
706,62,86
597,237,73
335,68,115
156,90,51
261,207,53
292,44,118
470,191,391
899,104,38
233,95,67
301,104,225
455,140,702
733,173,254
667,115,337
646,181,294
827,72,15
739,146,276
961,164,24
214,95,80
349,192,225
746,95,203
675,194,222
666,125,520
370,66,211
255,108,233
604,113,674
71,109,52
242,190,40
813,177,146
329,149,517
292,60,139
823,152,86
264,91,295
485,223,140
736,197,69
230,226,139
357,169,389
749,177,156
486,155,570
622,49,118
508,41,178
534,59,179
582,92,498
346,122,529
712,97,183
259,130,423
674,139,500
509,66,306
908,105,175
416,63,226
125,70,37
450,186,172
481,161,541
757,133,374
559,235,52
780,98,315
800,114,87
416,13,71
460,194,78
248,95,192
242,161,200
121,185,41
614,199,82
678,171,164
753,121,275
698,72,180
303,123,489
554,144,719
-3,164,28
778,139,259
178,77,59
446,40,52
674,110,375
151,165,64
229,117,232
211,118,260
765,140,226
877,122,36
156,209,40
505,53,80
380,186,346
184,71,120
764,140,151
822,166,121
647,82,405
572,119,685
467,52,321
180,218,41
495,202,88
76,50,45
235,135,213
696,115,498
799,35,48
606,181,285
615,93,651
520,191,190
581,37,24
311,-4,45
406,52,79
532,155,406
214,196,92
954,118,62
748,170,235
222,195,93
473,209,72
373,82,385
440,226,65
317,215,64
340,199,36
253,188,95
858,122,160
534,230,50
386,208,114
352,225,24
576,175,436
356,161,295
630,167,352
732,175,273
782,106,213
425,126,814
210,78,123
162,173,70
651,170,509
663,69,229
122,194,64
242,78,226
249,88,332
656,101,358
522,171,748
355,106,600
755,78,112
794,146,234
362,115,425
337,220,119
190,88,63
668,190,297
959,205,36
706,87,218
153,105,57
756,174,135
229,170,187
263,154,247
550,120,409
410,103,522
415,184,412
366,187,195
529,87,467
451,245,29
764,168,149
312,38,60
683,76,176
755,223,89
650,74,184
1051,140,41
85,139,47
621,202,203
673,148,393
73,123,41
320,104,134
264,95,185
666,70,146
522,41,62
839,168,101
354,116,628
646,251,49
34,98,55
726,167,429
308,77,193
746,247,28
435,86,372
891,55,41
381,167,441
206,179,87
527,32,53
423,195,265
115,125,145
713,64,219
443,182,417
752,82,141
852,162,105
560,206,78
182,154,125
632,170,309
345,41,73
598,74,139
385,154,488
528,172,318
486,17,141
516,218,167
418,40,54
102,128,47
788,157,224
709,221,60
561,49,57
640,213,42
287,102,236
154,86,87
192,185,26
801,51,92
721,201,66
907,166,108
553,93,314
684,53,113
705,131,364
704,183,329
621,63,86
761,38,41
768,160,312
292,156,314
101,168,50
125,159,113
833,129,85
462,62,248
427,183,172
691,173,284
804,115,171
1077,89,30
810,107,58
629,105,504
266,101,158
784,120,185
254,92,212
286,182,147
743,90,299
369,127,657
475,68,199
526,88,339
606,72,428
506,173,431
386,97,359
380,62,207
417,144,920
209,185,88
346,114,464
734,126,271
778,23,62
487,164,742
338,156,396
588,190,363
6,143,24
228,168,123
339,92,377
628,213,170
504,34,25
557,46,97
232,157,246
182,104,58
359,174,204
269,137,334
473,216,225
589,64,112
252,114,362
383,143,839
366,172,237
697,78,306
832,113,246
446,213,71
789,68,153
468,190,392
696,96,386
231,201,44
364,54,109
195,156,268
237,107,106
477,51,109
569,55,110
72,154,42
38,87,47
441,234,48
171,128,129
311,204,132
682,153,212
515,185,277
738,148,432
360,78,140
561,61,183
669,184,336
548,220,165
976,171,21
866,32,18
396,218,87
89,163,31
402,57,129
148,147,91
268,93,147
419,59,138
755,54,124
719,80,206
267,85,208
898,158,64
726,166,330
824,138,125
331,57,204
613,105,608
197,114,83
568,249,33
609,71,261
880,152,109
110,127,70
134,142,160
895,193,53
465,189,204
766,88,119
973,111,35
796,24,35
423,204,154
65,145,31
766,165,372
720,123,345
555,218,62
667,130,579
837,175,101
832,85,87
289,59,78
179,94,67
586,153,483
10,97,38
651,203,165
180,122,30
238,83,172
637,36,86
374,195,39
627,180,315
601,52,118
577,132,440
997,142,29
290,257,37
459,43,82
659,83,385
288,58,87
146,71,47
-11,68,51
351,165,304
761,95,182
315,114,424
782,94,131
823,127,258
808,179,169
100,90,164
713,215,67
661,92,379
610,126,466
620,17,22
728,130,451
127,32,22
437,242,48
403,60,56
834,166,26
275,172,164
106,87,29
437,72,244
652,122,706
42,42,57
242,179,118
890,155,41
609,136,1315
213,118,117
646,109,424
134,173,59
779,87,153
796,171,165
809,107,377
215,181,153
399,17,66
166,53,43
729,227,18
403,216,245
225,127,310
122,29,38
365,219,107
768,220,24
909,105,72
604,216,141
540,86,391
645,76,246
582,71,188
504,197,161
560,143,640
450,153,340
572,210,177
680,50,92
789,168,137
794,147,245
253,77,197
182,185,60
574,61,228
593,61,102
348,79,352
99,126,103
567,260,4
570,189,463
382,98,265
279,167,134
588,209,93
308,200,43
484,213,127
591,218,107
756,85,94
683,79,300
215,77,195
532,33,70
832,211,40
553,176,455
236,52,43
546,142,990
690,155,417
323,74,89
197,92,210
354,56,171
359,183,218
162,109,243
155,87,105
213,95,88
488,76,451
757,246,48
252,110,154
824,172,87
430,96,232
647,52,240
425,67,139
659,57,63
806,132,268
890,62,104
573,102,394
294,38,47
169,148,255
853,92,42
652,187,104
334,73,116
194,153,85
833,213,66
934,145,102
642,40,166
252,87,28
649,206,171
306,139,257
586,120,516
162,159,109
857,147,45
227,82,186
138,82,83
498,69,385
772,140,152
642,39,126
467,77,263
555,121,675
540,179,424
518,175,402
278,78,70
538,218,43
385,33,26
642,73,153
786,115,284
544,63,240
229,93,69
348,165,367
584,92,255
246,161,206
455,185,398
290,128,278
221,216,37
576,178,367
294,42,85
497,98,718
244,220,59
805,107,218
325,71,171
818,22,35
238,77,124
434,126,567
688,151,431
242,119,414
223,99,186
139,154,78
699,147,208
442,103,379
259,112,316
398,197,337
446,100,533
161,68,88
406,65,220
269,164,280
702,130,415
633,88,678
792,62,99
712,81,142
253,218,55
584,53,180
406,164,316
956,164,20
298,63,74
804,119,320
353,183,182
833,113,135
151,84,92
745,58,122
477,42,218
482,50,168
232,226,51
158,111,115
638,199,138
275,110,297
573,104,608
376,170,435
730,90,235
889,125,130
973,171,82
345,72,132
554,34,92
537,232,46
285,135,422
253,74,140
268,172,59
238,87,88
806,74,54
632,182,233
133,186,73
788,147,35
405,146,948
382,85,164
929,138,63
455,60,229
558,201,163
266,89,321
782,158,136
1057,164,56
724,143,232
304,2,29
742,130,268
817,119,262
532,96,451
604,223,112
810,81,29
481,54,143
650,68,176
595,147,482
914,112,119
876,173,137
433,136,717
700,90,367
705,121,385
335,133,346
809,155,186
169,114,76
715,145,323
352,56,87
222,147,277
547,54,210
457,68,299
700,146,535
237,210,51
709,103,408
816,150,84
761,109,327
358,26,45
943,133,36
582,84,424
826,97,162
591,116,660
565,58,214
-65,154,41
398,172,412
580,66,293
269,152,342
711,78,134
675,193,278
916,146,13
700,162,306
464,76,245
616,184,418
660,116,453
732,110,301
180,86,74
874,81,42
905,54,56
558,69,201
415,167,250
769,147,328
213,80,103
897,143,85
452,29,28
475,207,112
180,87,106
381,179,270
421,197,222
434,42,114
701,69,181
328,47,16
431,80,284
200,170,24
858,69,72
831,143,213
629,32,39
154,108,102
352,128,350
472,162,491
276,28,49
213,160,34
198,157,85
852,183,88
753,210,50
741,163,186
529,181,438
589,189,269
882,111,41
419,58,332
362,207,169
254,61,51
49,125,43
146,186,87
532,21,63
826,214,86
778,209,46
315,179,160
359,44,129
60,67,39
804,92,58
321,193,72
243,185,132
385,175,298
393,198,193
507,213,86
219,115,164
718,44,103
746,78,193
216,203,82
708,103,382
621,7,35
292,181,111
290,64,120
754,168,87
941,177,17
678,188,127
322,188,166
857,168,61
679,113,148
713,131,440
146,86,180
338,172,223
383,254,54
866,179,39
419,189,194
175,206,29
864,125,66
146,144,102
836,149,148
324,191,175
813,118,198
760,85,306
744,143,308
451,128,506
303,134,372
197,158,127
830,173,166
212,204,81
423,44,120
290,152,255
565,193,202
172,134,196
272,201,89
775,134,352
353,58,136
454,211,122
180,140,63
339,73,115
346,157,329
761,136,170
507,61,172
628,75,320
895,139,341
656,114,382
545,56,208
501,207,194
558,84,327
707,69,226
453,89,274
335,29,60
669,97,280
519,207,179
636,209,109
814,82,95
207,162,182
370,119,737
736,203,73
640,225,110
194,189,132
135,195,29
568,52,261
178,101,130
618,190,43
861,73,124
152,197,58
482,81,356
590,34,80
895,68,130
744,86,288
366,87,360
558,60,220
753,198,27
594,201,302
489,55,93
630,0,18
783,163,126
681,179,249
98,54,19
419,198,187
823,91,30
867,159,16
526,209,216
427,152,710
398,173,328
156,60,119
584,57,109
733,154,317
587,77,354
-52,120,47
323,213,74
253,111,274
766,139,202
739,134,253
689,79,271
478,42,135
472,159,541
386,154,405
482,84,377
263,210,88
440,223,121
826,127,126
347,197,208
396,48,138
751,188,232
99,163,133
622,76,213
687,27,129
383,81,201
818,126,187
918,69,23
627,60,124
721,92,266
579,194,290
651,71,249
673,122,403
678,164,332
553,80,631
540,80,525
560,119,615
200,122,210
728,81,61
236,100,120
71,126,52
765,169,44
938,86,35
253,189,131
323,49,79
1113,192,49
522,190,398
318,36,37
580,77,206
228,143,192
664,65,128
689,195,152
938,101,31
750,108,228
767,164,220
734,69,150
396,41,90
649,57,102
727,224,38
627,57,141
534,153,611
933,99,75
92,82,38
467,154,466
390,78,298
543,61,80
460,89,277
410,63,107
443,38,9
702,31,180
660,141,768
354,170,307
-34,134,22
314,210,51
737,91,174
1023,130,41
184,51,25
611,126,761
585,89,338
682,39,109
475,179,475
135,156,39
487,35,145
788,122,340
322,75,365
713,113,193
214,171,149
178,89,177
496,25,26
1053,133,32
944,111,47
772,152,196
508,222,85
612,196,242
474,173,305
461,70,262
495,81,277
681,84,327
851,210,35
865,146,39
151,137,209
678,142,404
654,78,275
831,153,157
403,119,538
393,221,79
162,201,75
786,112,266
351,203,200
480,68,354
65,109,31
269,211,36
688,108,373
190,31,37
379,231,54
376,204,14
471,63,275
250,223,62
436,273,8
694,83,487
407,64,217
539,224,29
709,181,148
143,69,51
489,63,140
296,132,427
690,171,235
541,84,513
132,43,57
402,168,518
439,198,216
690,169,348
219,174,69
299,167,345
674,50,208
499,80,428
453,117,809
699,77,174
441,108,630
265,88,127
456,186,300
357,201,159
78,167,21
331,123,509
720,56,230
844,136,95
260,106,119
257,190,140
490,227,130
331,162,364
749,65,43
776,104,331
376,86,364
787,103,91
760,156,106
761,200,118
270,24,51
654,102,489
503,218,80
732,178,125
260,100,309
528,185,554
952,136,-1
719,149,129
445,53,174
318,149,432
486,228,82
736,76,95
673,169,432
299,253,41
652,237,43
243,64,136
593,231,84
547,205,21
582,76,252
231,102,153
133,110,52
651,83,358
412,197,279
379,195,108
737,23,51
326,141,486
338,132,778
711,194,183
285,175,193
591,215,26
534,49,161
748,103,333
709,154,470
766,212,62
925,215,48
446,64,157
98,115,64
565,82,394
769,159,167
104,130,51
860,198,40
582,21,128
728,65,158
640,35,35
847,165,87
236,180,80
583,43,122
758,45,90
696,160,375
601,0,56
507,70,273
473,75,463
564,176,317
929,115,74
957,128,80
897,99,24
512,6,16
283,65,169
690,55,132
467,198,51
980,245,35
651,225,79
674,66,213
186,118,125
488,50,138
406,185,113
183,13,27
737,124,232
480,69,314
566,89,524
405,116,653
703,179,291
216,75,88
712,77,226
610,50,157
230,141,133
895,160,155
193,180,86
379,193,219
459,91,264
279,13,44
510,33,25
194,188,45
213,49,165
891,151,253
419,191,271
114,154,100
321,187,231
393,165,545
857,146,273
706,85,270
508,54,276
173,149,114
926,146,37
941,155,71
551,225,87
603,109,579
992,51,34
671,83,185
537,218,33
644,160,398
228,134,220
806,105,67
375,219,56
571,52,213
464,200,234
884,59,32
489,169,505
207,138,224
330,224,54
501,148,796
432,163,363
179,91,76
903,130,130
844,130,267
502,189,367
115,144,33
362,83,251
713,109,217
738,112,243
402,25,89
358,161,604
864,126,53
515,196,128
463,183,204
863,152,150
541,193,153
745,47,53
271,144,272
594,191,185
665,59,172
413,200,155
923,159,115
827,37,33
197,189,112
512,204,318
738,151,327
418,136,588
700,41,75
637,204,73
355,127,563
575,64,202
570,195,177
434,17,30
617,115,669
374,71,153
202,111,67
535,211,87
720,66,104
536,136,584
346,107,399
740,70,201
411,87,292
711,166,308
774,72,99
863,123,193
238,105,379
348,187,54
233,122,87
391,94,485
469,26,59
644,170,211
854,80,174
928,92,48
822,129,70
895,144,69
732,158,323
903,78,98
409,165,294
238,141,312
837,112,137
133,87,106
340,189,227
693,95,347
366,110,704
250,92,253
807,76,69
430,40,81
811,152,47
508,81,371
-5,158,74
744,77,51
163,70,80
556,239,60
723,183,407
144,199,89
569,112,347
606,203,178
334,114,403
670,151,548
402,163,613
696,74,201
724,175,259
547,195,175
909,132,57
826,13,17
397,112,473
574,64,190
406,-1,49
174,76,54
397,98,265
990,103,18
-24,74,48
381,258,27
220,113,317
541,189,347
303,212,139
636,41,134
462,6,36
1075,116,39
540,216,120
723,134,468
471,238,71
765,170,175
355,192,264
20,157,39
109,50,70
522,67,316
704,88,316
673,93,387
685,67,156
612,282,49
368,178,385
185,109,115
219,74,81
433,50,136
194,91,94
789,120,294
599,70,158
211,141,163
711,56,71
533,66,296
688,209,139
1034,-8,35
712,46,68
703,162,339
236,221,40
290,143,216
715,183,51
634,167,370
260,102,382
643,76,226
330,174,318
294,72,145
464,201,145
225,196,143
85,128,110
718,171,283
397,82,481
723,145,208
104,76,45
710,195,80
779,154,172
516,180,196
495,213,109
867,174,27
786,122,260
461,25,150
391,118,526
483,274,52
161,98,149
269,138,275
937,41,43
237,67,61
405,93,315
343,204,137
493,86,243
894,56,63
520,211,90
-12,113,30
523,37,38
640,91,319
198,130,217
272,192,51
201,153,150
315,95,217
514,228,33
138,175,42
316,80,410
163,135,93
335,79,173
420,32,84
683,17,57
207,166,39
311,211,93
887,4,29
451,147,858
514,233,75
429,134,668
753,171,178
673,83,266
413,223,105
586,213,299
758,119,274
436,246,85
289,97,176
311,59,24
812,164,139
221,124,106
128,90,36
504,55,200
45,196,44
156,175,114
612,18,26
566,77,459
754,115,310
694,183,150
715,215,137
248,154,256
344,89,310
513,89,429
368,159,390
31,173,46
321,202,180
454,209,146
781,137,305
305,185,124
575,182,112
714,189,103
723,171,343
289,45,97
808,99,146
431,87,407
1139,112,42
462,52,223
722,107,303
777,65,161
70,87,54
773,179,120
794,46,22
661,199,125
277,176,371
588,164,241
412,181,482
359,109,462
215,79,81
441,67,169
854,78,48
165,122,191
124,154,78
755,82,77
417,49,65
323,45,175
436,-15,41
253,153,196
674,95,285
674,89,243
357,84,238
243,153,136
662,244,16
284,98,287
320,60,207
195,213,44
184,135,43
324,82,220
616,91,566
216,162,134
319,34,33
280,166,241
471,42,288
259,241,20
619,194,278
620,48,120
332,0,48
314,97,426
496,249,30
1025,140,67
677,107,432
1011,102,48
327,208,172
884,102,92
332,172,198
538,170,563
379,100,273
669,150,366
702,134,537
829,170,93
166,186,109
690,41,18
576,179,377
621,136,815
471,43,112
539,165,227
280,156,122
845,115,158
75,141,24
210,222,71
999,113,25
336,70,96
723,184,106
394,154,338
642,214,38
140,89,139
394,252,37
356,27,46
826,216,39
606,58,479
141,119,144
634,215,158
295,158,291
645,98,574
569,84,271
424,236,78
791,165,130
468,193,221
413,156,494
343,144,423
250,202,92
633,174,489
321,58,143
787,147,62
426,71,183
531,202,79
428,236,41
290,178,215
519,216,200
199,84,27
107,64,79
146,200,28
411,42,149
509,-2,31
920,177,209
815,72,41
512,205,84
762,178,103
307,130,535
119,82,34
204,187,125
839,138,195
483,84,474
715,43,31
195,30,28
258,163,448
329,67,289
230,-1,50
802,252,36
268,197,87
240,104,457
986,138,52
797,82,84
858,66,90
481,37,29
363,174,568
866,138,74
644,211,85
869,159,130
509,75,217
402,1,45
901,102,152
770,97,76
184,156,116
454,218,148
253,148,271
533,114,531
512,206,286
711,175,371
669,159,404
332,166,408
191,82,107
845,108,253
675,71,136
1149,126,0
340,122,477
132,152,89
207,57,94
465,183,279
313,201,32
305,98,290
300,76,307
162,112,114
744,106,413
790,140,132
721,15,27
304,65,189
128,153,60
405,213,35
348,99,503
263,209,2
569,184,447
885,133,105
581,67,376
534,16,17
260,197,116
466,244,11
520,206,266
742,107,313
236,165,129
376,196,191
798,150,120
778,101,109
500,195,159
254,103,258
722,82,229
459,58,126
499,56,239
253,95,221
25,134,59
700,45,16
176,61,101
489,37,66
261,150,149
352,55,90
311,36,36
401,124,587
215,199,54
664,134,627
848,188,40
715,40,89
914,130,94
888,150,49
683,97,352
248,157,235
287,143,300
718,219,65
531,204,117
294,152,417
754,124,433
383,211,44
215,165,166
253,173,181
638,180,306
714,129,543
330,60,176
471,226,48
861,75,79
706,63,136
695,154,382
291,113,330
573,68,270
897,123,49
476,162,781
349,50,88
676,205,50
260,181,156
671,69,205
731,185,146
327,214,85
820,162,184
400,143,740
582,29,36
851,104,133
666,32,145
619,157,526
736,159,299
713,212,74
831,131,232
192,188,103
485,194,138
818,26,53
140,127,53
319,174,116
293,73,83
802,53,75
118,43,68
705,74,119
262,55,95
784,200,50
813,167,99
474,78,665
323,67,210
650,127,687
753,131,197
615,221,33
268,221,47
947,105,90
411,98,524
540,54,47
402,206,189
484,59,400
747,95,151
754,171,213
580,186,199
180,106,194
907,128,182
338,119,398
757,171,117
418,116,577
769,84,111
599,205,80
789,198,126
682,64,154
827,156,71
360,197,107
298,94,321
728,102,286
739,81,102
231,77,135
601,205,134
314,68,81
307,144,288
411,182,373
743,219,17
285,63,123
612,58,146
274,74,120
410,227,122
511,216,145
404,272,28
828,114,106
208,154,68
481,25,146
605,12,36
187,161,87
818,88,25
580,214,183
479,129,738
775,120,169
594,241,26
631,166,343
335,48,99
473,87,542
879,132,54
298,222,39
614,226,27
230,130,323
494,215,254
790,172,90
355,34,17
284,149,367
321,228,116
290,71,182
911,132,39
297,45,168
313,142,434
714,137,256
299,147,269
332,185,239
796,77,95
285,134,154
657,114,696
767,111,155
875,149,146
670,176,129
325,169,225
769,108,215
510,225,81
426,47,236
772,148,314
807,171,145
363,69,199
310,204,8
244,103,132
437,186,207
-68,108,49
615,197,262
279,217,105
542,189,279
293,70,350
362,262,33
263,74,271
137,172,32
407,143,498
378,195,223
352,100,373
204,49,48
839,165,117
497,176,189
630,58,281
565,61,155
217,42,26
660,169,450
71,177,53
97,94,91
377,230,70
479,157,391
541,235,37
630,73,159
841,192,94
382,110,482
611,103,401
918,136,104
288,40,89
723,53,190
848,93,37
457,202,60
206,168,224
535,63,215
190,130,136
698,180,171
636,11,39
536,252,87
843,200,35
777,210,24
766,222,18
265,214,18
756,89,77
227,121,149
1048,114,54
343,198,320
743,103,400
104,99,85
286,256,20
400,208,111
1110,174,50
638,167,317
10,168,21
634,224,133
614,16,27
168,174,111
